p1	p2	rg	se	z	p	h2_obs	h2_obs_se	h2_int	h2_int_se	gcov_int	gcov_int_se
Omega_3_pct_UKB	CDG_31926635	-0.0406	0.0341	-1.1882	0.2347	0.0769	0.0033	1.042	0.0105	-0.019	0.0069
Omega_3_pct_UKB	DE_ukb-b-20045	-0.2451	0.0695	-3.5277	0.0004	0.0069	0.0012	1.006	0.0077	-0.0242	0.0059
Omega_3_pct_UKB	DGLA_CHARGE	NA	NA	NA	NA	-0.0335	0.0549	1.0223	0.0064	-0.0162	0.0109
Omega_3_pct_UKB	DHA_CHARGE	0.7777	0.2047	3.7988	0.0001	0.117	0.0543	0.9977	0.0066	0.0097	0.0048
Omega_3_pct_UKB	DHA_pct_UKB	0.7774	0.0351	22.1639	7.66E-109	0.1166	0.0107	1.0325	0.0291	0.8791	0.0397
Omega_3_pct_UKB	DHA_UKB	0.9271	0.0161	57.6299	0	0.1059	0.0118	1.0654	0.0396	0.9308	0.0448
Omega_3_pct_UKB	DPA_CHARGE	0.3306	0.1674	1.9744	0.0483	0.1057	0.0619	1.0094	0.0074	0.0061	0.0123
Omega_3_pct_UKB	EPA_CHARGE	NA	NA	NA	NA	-0.2786	0.0472	1.072	0.0067	0.0149	0.0093
Omega_3_pct_UKB	GLA_CHARGE	NA	NA	NA	NA	-0.4009	0.0849	1.0809	0.0142	0.0017	0.0115
Omega_3_pct_UKB	INS_ukb-b-3957	-0.0722	0.0333	-2.1643	0.0304	0.0625	0.0024	1.0262	0.0091	0.0024	0.0055
Omega_3_pct_UKB	LA_CHARGE	-1.1453	2.144	-0.5342	0.5932	0.0151	0.0447	1.0179	0.0079	-0.0131	0.0181
Omega_3_pct_UKB	LA_pct_UKB	-0.0144	0.0613	-0.2352	0.8141	0.1151	0.0125	1.0452	0.0242	-0.2976	0.0273
Omega_3_pct_UKB	LA_UKB	0.1882	0.0771	2.4412	0.0146	0.117	0.0233	1.0297	0.0298	-0.0552	0.0172
Omega_3_pct_UKB	MDD_22472876	-0.0285	0.0692	-0.4126	0.6799	0.1611	0.03	1.0183	0.0086	-0.0052	0.0064
Omega_3_pct_UKB	MDD_30718901	-0.1014	0.0328	-3.094	0.002	0.0608	0.0024	0.9951	0.01	-0.0109	0.0063
Omega_3_pct_UKB	MooD_ukb-d-KRA_PSY_MOOD	-0.0752	0.0777	-0.9673	0.3334	0.0058	0.0013	0.996	0.0066	-0.0036	0.0045
Omega_3_pct_UKB	OCD_28761083	0.2863	0.0683	4.1921	2.76E-05	0.3149	0.0497	0.9954	0.007	-0.0082	0.0055
Omega_3_pct_UKB	Omega_3_pct_UKB	1	1.67E-05	59851.4191	0	0.096	0.0121	1.0709	0.056	1.0709	0.056
Omega_3_pct_UKB	Omega_3_UKB	0.8416	0.0209	40.2573	0	0.1187	0.0185	1.0679	0.0477	0.9398	0.0504
Omega_3_pct_UKB	Omega_6_by_Omega_3_UKB	-0.9388	0.0091	-102.6977	0	0.0934	0.0127	1.0702	0.0513	-1.0284	0.0534
Omega_3_pct_UKB	Omega_6_pct_UKB	-0.0229	0.0629	-0.3645	0.7155	0.1453	0.0195	1.0304	0.0205	-0.1897	0.012
Omega_3_pct_UKB	Omega_6_UKB	0.2512	0.0739	3.3983	0.0007	0.1225	0.0251	1.0349	0.0324	0.0503	0.0147
Omega_3_pct_UKB	PD_ieu-b-7	0.0905	0.0549	1.6484	0.0993	0.0163	0.0016	0.9803	0.007	-0.0029	0.005
Omega_3_pct_UKB	PTSD_31594949	-0.3086	0.0743	-4.1545	3.26E-05	0.0169	0.0029	1.0235	0.0066	-0.0018	0.0048
Omega_3_pct_UKB	PUFA_pct_UKB	0.3143	0.0649	4.8441	1.27E-06	0.1533	0.0162	1.0257	0.0165	0.2831	0.0181
Omega_3_pct_UKB	PUFA_UKB	0.4154	0.0606	6.8576	7.00E-12	0.1344	0.0268	1.0411	0.0328	0.2938	0.0218
Omega_3_pct_UKB	SCZ_21926974	0.092	0.0467	1.9704	0.0488	0.2318	0.0139	1.0289	0.0109	-0.0153	0.0082
Omega_3_pct_UKB	SCZ_23974872	0.1056	0.0423	2.4934	0.0127	0.2855	0.0151	1.0216	0.0096	-0.0157	0.0076
Omega_3_pct_UKB	SCZ_25056061	0.1123	0.0348	3.2245	0.0013	1157.2641	58.8921	1.073	0.017	-0.0291	0.0089
Omega_3_pct_UKB	TS_30818990	-0.0536	0.0627	-0.8558	0.3921	0.3603	0.0427	1.0162	0.0078	-0.0018	0.0056
Omega_6_by_Omega_3_UKB	AA_CHARGE	-1.1377	1.1619	-0.9792	0.3275	0.0656	0.0054	1.0241	0.0078	0.0057	0.0047
Omega_6_by_Omega_3_UKB	AD_30617256	0.0359	0.0784	0.4572	0.6475	0.0086	0.0049	1.0514	0.0571	-0.0001	0.0056
Omega_6_by_Omega_3_UKB	ADD_30336701_C	-0.08	0.046	-1.7402	0.0818	0.0831	0.0055	1.0002	0.0069	-0.0377	0.0053
Omega_6_by_Omega_3_UKB	ADD_30336701_P	-0.0891	0.0589	-1.5113	0.1307	0.0599	0.0048	1.0035	0.0063	-0.0071	0.0053
Omega_6_by_Omega_3_UKB	ADD_30336701_T	-0.092	0.0464	-1.9829	0.0474	0.0916	0.0058	1.0027	0.007	-0.034	0.0055
Omega_6_by_Omega_3_UKB	ADHD_30478444	0.1213	0.0504	2.4071	0.0161	0.2371	0.0153	1.0359	0.0102	0.007	0.0074
Omega_6_by_Omega_3_UKB	AdrA_CHARGE	0.1715	0.2069	0.8291	0.4071	0.0751	0.0533	1.0051	0.0073	-0.0001	0.0139
Omega_6_by_Omega_3_UKB	ALA_CHARGE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Omega_6_by_Omega_3_UKB	AN_28494655	-0.2773	0.0774	-3.5806	0.0003	0.2269	0.036	1.0134	0.0075	0.0132	0.0059
Omega_6_by_Omega_3_UKB	AN_31308545	-0.1173	0.046	-2.5518	0.0107	0.1812	0.013	1.0233	0.012	-0.002	0.0076
Omega_6_by_Omega_3_UKB	ANX_26754954	0.0084	0.1151	0.0732	0.9416	0.076	0.0311	1.0029	0.0077	-0.0015	0.0055
Omega_6_by_Omega_3_UKB	ASD_28540026	-0.1258	0.0573	-2.1974	0.028	0.2897	0.0325	0.9679	0.0076	0.002	0.0051
Omega_6_by_Omega_3_UKB	ASD_30804558	-0.0295	0.0519	-0.5695	0.569	0.1955	0.0166	1.0098	0.0095	0.0068	0.0071
Omega_6_by_Omega_3_UKB	BIP_21926972	-0.0995	0.0591	-1.683	0.0924	0.47	0.0405	1.0066	0.0101	0.0003	0.008
Omega_6_by_Omega_3_UKB	BIP_31043756	-0.1042	0.0438	-2.3786	0.0174	0.3478	0.0169	1.0229	0.0097	0.012	0.0079
Omega_6_by_Omega_3_UKB	BIP_34002096	-0.0687	0.0338	-2.0327	0.0421	0.0698	0.0029	1.0316	0.0114	0.0072	0.008
Omega_6_by_Omega_3_UKB	CDG_23453885	-0.1226	0.0457	-2.6817	0.0073	0.1751	0.0133	1.0256	0.0115	0.0164	0.0079
Omega_6_by_Omega_3_UKB	CDG_29906448	-0.0853	0.0344	-2.4755	0.0133	0.3498	0.0147	1.0282	0.0129	0.0202	0.0083
Omega_6_by_Omega_3_UKB	CDG_31926635	-0.0003	0.0356	-0.0095	0.9924	0.0769	0.0033	1.042	0.0105	0.0151	0.007
Omega_6_by_Omega_3_UKB	DE_ukb-b-20045	0.1389	0.0707	1.9632	0.0496	0.0069	0.0012	1.006	0.0077	0.0188	0.0059
Omega_6_by_Omega_3_UKB	DGLA_CHARGE	NA	NA	NA	NA	-0.035	0.0547	1.0227	0.0066	0.0145	0.0116
Omega_6_by_Omega_3_UKB	DHA_CHARGE	-0.7466	0.2031	-3.6759	0.0002	0.117	0.0543	0.9977	0.0066	-0.0066	0.0051
Omega_6_by_Omega_3_UKB	DHA_pct_UKB	-0.5244	0.0634	-8.2672	1.37E-16	0.1162	0.0108	1.034	0.0305	-0.7386	0.0397
Omega_6_by_Omega_3_UKB	DHA_UKB	-0.8481	0.0294	-28.8369	7.40E-183	0.1054	0.012	1.0671	0.041	-0.8901	0.0453
Omega_6_by_Omega_3_UKB	DPA_CHARGE	-0.3078	0.1711	-1.7987	0.0721	0.1039	0.0621	1.0099	0.0076	-0.0075	0.013
Omega_6_by_Omega_3_UKB	EPA_CHARGE	NA	NA	NA	NA	-0.2793	0.0472	1.0722	0.0067	-0.0156	0.0096
Omega_6_by_Omega_3_UKB	GLA_CHARGE	NA	NA	NA	NA	-0.4023	0.0847	1.0814	0.0142	-0.0036	0.012
Omega_6_by_Omega_3_UKB	INS_ukb-b-3957	0.0103	0.0336	0.3054	0.7601	0.0625	0.0024	1.0262	0.0091	-0.0163	0.0055
Omega_6_by_Omega_3_UKB	LA_CHARGE	1.6723	7.6536	0.2185	0.827	0.0118	0.0446	1.019	0.0086	0.0113	0.0188
Omega_6_by_Omega_3_UKB	LA_pct_UKB	0.3095	0.0566	5.4676	4.56E-08	0.115	0.0126	1.0458	0.0245	0.5118	0.0283
Omega_6_by_Omega_3_UKB	LA_UKB	-0.3023	0.0876	-3.452	0.0006	0.1169	0.0233	1.0298	0.0298	0.0235	0.0187
Omega_6_by_Omega_3_UKB	MDD_22472876	0.0105	0.0696	0.1512	0.8798	0.1611	0.03	1.0183	0.0086	0.0021	0.0063
Omega_6_by_Omega_3_UKB	MDD_30718901	0.0345	0.0318	1.0848	0.278	0.0608	0.0024	0.9951	0.01	0.006	0.0063
Omega_6_by_Omega_3_UKB	MooD_ukb-d-KRA_PSY_MOOD	0.0336	0.0808	0.416	0.6774	0.0058	0.0013	0.996	0.0066	0.0025	0.0047
Omega_6_by_Omega_3_UKB	OCD_28761083	-0.2287	0.0695	-3.2902	0.001	0.3149	0.0497	0.9954	0.007	0.0089	0.0055
Omega_6_by_Omega_3_UKB	Omega_3_pct_UKB	-0.9388	0.0091	-102.6977	0	0.096	0.0121	1.0709	0.056	-1.0284	0.0534
Omega_6_by_Omega_3_UKB	Omega_3_UKB	-0.9398	0.0107	-87.7857	0	0.1181	0.0187	1.0701	0.0497	-0.9946	0.051
Omega_6_by_Omega_3_UKB	Omega_6_by_Omega_3_UKB	1	1.23E-05	81221.4061	0	0.0927	0.013	1.073	0.0538	1.073	0.0538
Omega_6_by_Omega_3_UKB	Omega_6_pct_UKB	0.3689	0.0633	5.8227	5.79E-09	0.1453	0.0195	1.0304	0.0205	0.4447	0.0151
Omega_6_by_Omega_3_UKB	Omega_6_UKB	-0.3839	0.0819	-4.6873	2.77E-06	0.1225	0.0251	1.0349	0.0324	-0.0979	0.0168
Omega_6_by_Omega_3_UKB	PD_ieu-b-7	-0.0649	0.0569	-1.1406	0.254	0.0163	0.0016	0.9803	0.007	0.0051	0.0049
Omega_6_by_Omega_3_UKB	PTSD_31594949	0.2527	0.0741	3.4098	0.0007	0.0169	0.0029	1.0235	0.0066	-0.0022	0.0047
Omega_6_by_Omega_3_UKB	PUFA_pct_UKB	0.0359	0.0812	0.4421	0.6584	0.1532	0.0162	1.026	0.0166	-0.0192	0.0192
Omega_6_by_Omega_3_UKB	PUFA_UKB	-0.547	0.0643	-8.5	1.90E-17	0.1343	0.0268	1.0413	0.0328	-0.3493	0.0234
Omega_6_by_Omega_3_UKB	SCZ_21926974	-0.0341	0.0495	-0.6887	0.491	0.2318	0.0139	1.0289	0.0109	0.01	0.0084
Omega_6_by_Omega_3_UKB	SCZ_23974872	-0.0596	0.0434	-1.3742	0.1694	0.2855	0.0151	1.0216	0.0096	0.0115	0.0075
Omega_6_by_Omega_3_UKB	SCZ_25056061	-0.0787	0.0342	-2.2987	0.0215	1157.2641	58.8921	1.073	0.017	0.0242	0.0087
Omega_6_by_Omega_3_UKB	TS_30818990	0.0409	0.0612	0.6685	0.5038	0.3603	0.0427	1.0162	0.0078	0.0034	0.0055
Omega_6_UKB	AA_CHARGE	0.0196	0.1509	0.1302	0.8964	0.0828	0.0663	1.0351	0.0252	0.0019	0.0055
Omega_6_UKB	AD_30617256	-0.0589	0.1257	-0.4689	0.6392	0.0086	0.0049	1.0514	0.0571	0.0128	0.0217
Omega_6_UKB	ADD_30336701_C	0.0288	0.0433	0.666	0.5054	0.0831	0.0055	1.0002	0.0069	0.0189	0.0059
Omega_6_UKB	ADD_30336701_P	0.0638	0.0466	1.37	0.1707	0.0599	0.0048	1.0035	0.0063	0.0039	0.0054
Omega_6_UKB	ADD_30336701_T	0.0388	0.0418	0.9283	0.3532	0.0916	0.0058	1.0027	0.007	0.0169	0.0059
Omega_6_UKB	ADHD_30478444	-0.0494	0.0445	-1.1105	0.2668	0.2371	0.0153	1.0359	0.0102	0.0095	0.0081
Omega_6_UKB	AdrA_CHARGE	-0.3132	0.2003	-1.5635	0.1179	0.1553	0.1025	1.0038	0.007	0.007	0.0055
Omega_6_UKB	ALA_CHARGE	-0.1669	0.3324	-0.502	0.6157	0.0423	0.0647	1.0052	0.007	0.0016	0.0061
Omega_6_UKB	AN_28494655	0.0127	0.0638	0.199	0.8422	0.2271	0.036	1.0134	0.0075	0.0064	0.0062
Omega_6_UKB	AN_31308545	0.0409	0.0475	0.8594	0.3901	0.1812	0.013	1.0234	0.012	-0.0027	0.0081
Omega_6_UKB	ANX_26754954	0.2007	0.1112	1.8049	0.0711	0.076	0.031	1.0029	0.0076	-0.0071	0.0062
Omega_6_UKB	ASD_28540026	0.1016	0.0586	1.7332	0.0831	0.2896	0.0326	0.9679	0.0076	-0.0072	0.0056
Omega_6_UKB	ASD_30804558	0.0367	0.0665	0.5521	0.5809	0.1955	0.0166	1.0098	0.0095	-0.0043	0.0086
Omega_6_UKB	BIP_21926972	0.0624	0.0516	1.2089	0.2267	0.4708	0.0406	1.0065	0.0102	-0.009	0.008
Omega_6_UKB	BIP_31043756	0.0036	0.0337	0.1066	0.9151	0.3486	0.017	1.0227	0.0098	-0.0042	0.0067
Omega_6_UKB	BIP_34002096	-0.025	0.0312	-0.8008	0.4233	0.07	0.003	1.0312	0.0113	0.0033	0.0069
Omega_6_UKB	CDG_23453885	-0.0068	0.035	-0.1932	0.8468	0.1752	0.0132	1.0256	0.0115	-0.0072	0.0074
Omega_6_UKB	CDG_29906448	-0.0208	0.0296	-0.7025	0.4824	0.35	0.0146	1.0281	0.0128	-0.0026	0.0076
Omega_6_UKB	CDG_31926635	0.0087	0.0296	0.2945	0.7683	0.077	0.0033	1.0419	0.0105	-0.0038	0.0066
Omega_6_UKB	DE_ukb-b-20045	-0.0707	0.0696	-1.0161	0.3096	0.0069	0.0012	1.006	0.0077	-0.0085	0.0062
Omega_6_UKB	DGLA_CHARGE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Omega_6_UKB	DHA_CHARGE	0.235	0.1278	1.8381	0.0661	0.1197	0.0537	0.9978	0.0065	-0.0051	0.005
Omega_6_UKB	DHA_pct_UKB	-0.1416	0.0581	-2.4392	0.0147	0.1237	0.0111	1.0335	0.03	-0.1459	0.0118
Omega_6_UKB	DHA_UKB	0.4552	0.0598	7.6114	2.71E-14	0.1123	0.0115	1.0669	0.0409	0.3764	0.0215
Omega_6_UKB	DPA_CHARGE	0.0883	0.0854	1.034	0.3011	0.1942	0.1089	1.0083	0.0071	-0.0025	0.0051
Omega_6_UKB	EPA_CHARGE	NA	NA	NA	NA	-0.2473	0.0568	1.072	0.0067	0.0003	0.0049
Omega_6_UKB	GLA_CHARGE	NA	NA	NA	NA	-0.3636	0.0984	1.0808	0.0141	-0.0027	0.0051
Omega_6_UKB	INS_ukb-b-3957	0.0567	0.0292	1.945	0.0518	0.0625	0.0024	1.0262	0.0091	0.0041	0.0061
Omega_6_UKB	LA_CHARGE	-0.0762	0.2336	-0.3263	0.7442	0.1584	0.1589	1.0174	0.0073	0.0056	0.0056
Omega_6_UKB	LA_pct_UKB	-0.025	0.0843	-0.296	0.7673	0.1215	0.0135	1.0473	0.0252	0.2106	0.0198
Omega_6_UKB	LA_UKB	0.9501	0.031	30.6531	2.40E-206	0.1219	0.024	1.0279	0.0297	1.0038	0.0309
Omega_6_UKB	MDD_22472876	-0.0362	0.075	-0.483	0.6291	0.1611	0.03	1.0183	0.0086	-0.0039	0.0077
Omega_6_UKB	MDD_30718901	0.0179	0.0295	0.6093	0.5423	0.0609	0.0024	0.995	0.01	-0.0116	0.0064
Omega_6_UKB	MooD_ukb-d-KRA_PSY_MOOD	0.0362	0.0747	0.4843	0.6282	0.0058	0.0013	0.996	0.0066	-0.0029	0.0049
Omega_6_UKB	OCD_28761083	-0.0005	0.0684	-0.007	0.9944	0.3148	0.0496	0.9954	0.007	-0.0013	0.0061
Omega_6_UKB	Omega_3_pct_UKB	0.2512	0.0739	3.3983	0.0007	0.096	0.0121	1.0709	0.056	0.0503	0.0147
Omega_6_UKB	Omega_3_UKB	0.6745	0.0543	12.4262	1.88E-35	0.1187	0.0185	1.0702	0.0497	0.4632	0.0212
Omega_6_UKB	Omega_6_by_Omega_3_UKB	-0.3839	0.0819	-4.6873	2.77E-06	0.0927	0.013	1.073	0.0538	-0.0979	0.0168
Omega_6_UKB	Omega_6_pct_UKB	-0.414	0.0827	-5.0081	5.50E-07	0.1458	0.0195	1.0302	0.0205	-0.2182	0.018
Omega_6_UKB	Omega_6_UKB	0.9999	4.82E-05	20737.1509	0	0.1227	0.0251	1.0349	0.0324	1.0349	0.0324
Omega_6_UKB	PD_ieu-b-7	0.0168	0.0476	0.3537	0.7235	0.0163	0.0016	0.9803	0.007	-0.0065	0.0051
Omega_6_UKB	PTSD_31594949	0.0224	0.0767	0.292	0.7703	0.0169	0.0029	1.0235	0.0066	-0.0016	0.0056
Omega_6_UKB	PUFA_pct_UKB	-0.291	0.0768	-3.7879	0.0002	0.1644	0.0197	1.0213	0.0156	-0.2022	0.0147
Omega_6_UKB	PUFA_UKB	0.9655	0.0183	52.6869	0	0.1414	0.0277	1.0385	0.0325	1.0018	0.032
Omega_6_UKB	SCZ_21926974	-0.0506	0.0503	-1.0062	0.3143	0.2318	0.0138	1.0289	0.0109	0.0041	0.0085
Omega_6_UKB	SCZ_23974872	-0.0497	0.0409	-1.2163	0.2239	0.2855	0.0151	1.0216	0.0096	0.0081	0.0076
Omega_6_UKB	SCZ_25056061	-0.0597	0.0567	-1.0529	0.2924	1157.2157	58.6017	1.073	0.0169	0.0053	0.0125
Omega_6_UKB	TS_30818990	0.1039	0.0539	1.9272	0.054	0.3602	0.0428	1.0162	0.0078	-0.0107	0.0048
Omega_6_pct_UKB	AA_CHARGE	-0.1552	0.1404	-1.105	0.2692	0.0828	0.0663	1.0351	0.0252	0.0052	0.005
Omega_6_pct_UKB	AD_30617256	-0.2166	0.1024	-2.1153	0.0344	0.0086	0.0049	1.0514	0.0571	0.005	0.009
Omega_6_pct_UKB	ADD_30336701_C	0.0808	0.0394	2.0522	0.0402	0.0831	0.0055	1.0002	0.0069	-0.0241	0.0056
Omega_6_pct_UKB	ADD_30336701_P	-0.1152	0.0548	-2.1016	0.0356	0.0599	0.0048	1.0035	0.0063	-0.0195	0.0056
Omega_6_pct_UKB	ADD_30336701_T	0.0428	0.0402	1.0665	0.2862	0.0916	0.0058	1.0027	0.007	-0.0258	0.0057
Omega_6_pct_UKB	ADHD_30478444	-0.2536	0.0468	-5.4177	6.04E-08	0.2371	0.0153	1.0359	0.0102	-0.0096	0.0075
Omega_6_pct_UKB	AdrA_CHARGE	-0.136	0.1066	-1.2757	0.2021	0.1553	0.1025	1.0038	0.007	-0.0041	0.0051
Omega_6_pct_UKB	ALA_CHARGE	0.5498	0.5793	0.9491	0.3426	0.0423	0.0647	1.0052	0.007	-0.0156	0.0058
Omega_6_pct_UKB	AN_28494655	0.1575	0.07	2.2496	0.0245	0.2271	0.036	1.0134	0.0075	0.0057	0.0061
Omega_6_pct_UKB	AN_31308545	0.1658	0.0446	3.718	0.0002	0.1812	0.013	1.0234	0.012	0.0043	0.008
Omega_6_pct_UKB	ANX_26754954	-0.2438	0.1064	-2.2919	0.0219	0.076	0.031	1.0029	0.0076	0.0026	0.0056
Omega_6_pct_UKB	ASD_28540026	-0.0524	0.0587	-0.8922	0.3723	0.2896	0.0326	0.9679	0.0076	0.0084	0.0058
Omega_6_pct_UKB	ASD_30804558	-0.0486	0.0581	-0.8367	0.4028	0.1955	0.0166	1.0098	0.0095	0.0026	0.0088
Omega_6_pct_UKB	BIP_21926972	0.1095	0.0537	2.0372	0.0416	0.4708	0.0406	1.0065	0.0102	-0.0114	0.0077
Omega_6_pct_UKB	BIP_31043756	0.0354	0.038	0.9322	0.3512	0.3486	0.017	1.0227	0.0098	2.45E-05	0.0073
Omega_6_pct_UKB	BIP_34002096	0.0331	0.0317	1.0432	0.2969	0.07	0.003	1.0312	0.0113	-0.0028	0.0069
Omega_6_pct_UKB	CDG_23453885	0.0688	0.039	1.7645	0.0776	0.1752	0.0132	1.0256	0.0115	-0.0103	0.0072
Omega_6_pct_UKB	CDG_29906448	0.0762	0.0284	2.6874	0.0072	0.35	0.0146	1.0281	0.0128	-0.0058	0.0068
Omega_6_pct_UKB	CDG_31926635	-0.1039	0.0284	-3.6593	0.0003	0.077	0.0033	1.0419	0.0105	-0.0076	0.0068
Omega_6_pct_UKB	DE_ukb-b-20045	-0.251	0.0624	-4.0218	5.78E-05	0.0069	0.0012	1.006	0.0077	-0.0131	0.0057
Omega_6_pct_UKB	DGLA_CHARGE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Omega_6_pct_UKB	DHA_CHARGE	-0.0285	0.1002	-0.2842	0.7762	0.1197	0.0537	0.9978	0.0065	0.0096	0.0055
Omega_6_pct_UKB	DHA_pct_UKB	0.5273	0.0417	12.6297	1.45E-36	0.1237	0.0111	1.0335	0.03	0.2439	0.0102
Omega_6_pct_UKB	DHA_UKB	0.0319	0.0723	0.4409	0.6593	0.1123	0.0115	1.0669	0.0409	-0.1422	0.0144
Omega_6_pct_UKB	DPA_CHARGE	-0.0562	0.0985	-0.5707	0.5682	0.1942	0.1089	1.0083	0.0071	-0.0017	0.0059
Omega_6_pct_UKB	EPA_CHARGE	NA	NA	NA	NA	-0.2473	0.0568	1.072	0.0067	-0.0024	0.0051
Omega_6_pct_UKB	GLA_CHARGE	NA	NA	NA	NA	-0.3636	0.0984	1.0808	0.0141	-0.0036	0.0051
Omega_6_pct_UKB	INS_ukb-b-3957	-0.1674	0.0294	-5.6941	1.24E-08	0.0625	0.0024	1.0262	0.0091	-0.0539	0.0062
Omega_6_pct_UKB	LA_CHARGE	0.4747	1.6484	0.288	0.7734	0.1584	0.1589	1.0174	0.0073	-0.0125	0.0051
Omega_6_pct_UKB	LA_pct_UKB	0.8565	0.021	40.7057	0	0.1215	0.0135	1.0473	0.0252	0.8755	0.0186
Omega_6_pct_UKB	LA_UKB	-0.3168	0.0892	-3.5536	0.0004	0.1219	0.024	1.0279	0.0297	-0.1265	0.017
Omega_6_pct_UKB	MDD_22472876	-0.0371	0.0642	-0.5779	0.5633	0.1611	0.03	1.0183	0.0086	-0.0092	0.0069
Omega_6_pct_UKB	MDD_30718901	-0.1653	0.0246	-6.7201	1.82E-11	0.0609	0.0024	0.995	0.01	-0.0142	0.0062
Omega_6_pct_UKB	MooD_ukb-d-KRA_PSY_MOOD	-0.09	0.0714	-1.2602	0.2076	0.0058	0.0013	0.996	0.0066	-0.0031	0.0052
Omega_6_pct_UKB	OCD_28761083	0.1455	0.0608	2.3943	0.0167	0.3148	0.0496	0.9954	0.007	0.0038	0.006
Omega_6_pct_UKB	Omega_3_pct_UKB	-0.0229	0.0629	-0.3645	0.7155	0.096	0.0121	1.0709	0.056	-0.1897	0.012
Omega_6_pct_UKB	Omega_3_UKB	-0.4465	0.0609	-7.3365	2.19E-13	0.1187	0.0185	1.0702	0.0497	-0.4781	0.016
Omega_6_pct_UKB	Omega_6_by_Omega_3_UKB	0.3689	0.0633	5.8227	5.79E-09	0.0927	0.013	1.073	0.0538	0.4447	0.0151
Omega_6_pct_UKB	Omega_6_pct_UKB	1	2.50E-05	40023.8515	0	0.1458	0.0195	1.0302	0.0205	1.0302	0.0205
Omega_6_pct_UKB	Omega_6_UKB	-0.414	0.0827	-5.0081	5.50E-07	0.1227	0.0251	1.0349	0.0324	-0.2182	0.018
Omega_6_pct_UKB	PD_ieu-b-7	0.0501	0.0463	1.0832	0.2787	0.0163	0.0016	0.9803	0.007	0.0112	0.0056
Omega_6_pct_UKB	PTSD_31594949	-0.1177	0.0694	-1.6978	0.0895	0.0169	0.0029	1.0235	0.0066	-0.0125	0.0056
Omega_6_pct_UKB	PUFA_pct_UKB	0.8896	0.0513	17.3259	3.00E-67	0.1644	0.0197	1.0213	0.0156	0.9074	0.0173
Omega_6_pct_UKB	PUFA_UKB	-0.4477	0.073	-6.1311	8.73E-10	0.1414	0.0277	1.0385	0.0325	-0.3132	0.0178
Omega_6_pct_UKB	SCZ_21926974	0.1423	0.0416	3.4205	0.0006	0.2318	0.0138	1.0289	0.0109	-0.0128	0.0079
Omega_6_pct_UKB	SCZ_23974872	0.1152	0.0361	3.1918	0.0014	0.2855	0.0151	1.0216	0.0096	-0.009	0.0074
Omega_6_pct_UKB	SCZ_25056061	0.0861	0.0439	1.9607	0.0499	1157.2157	58.6017	1.073	0.0169	-0.0093	0.0109
Omega_6_pct_UKB	TS_30818990	-0.018	0.0487	-0.3692	0.712	0.3602	0.0428	1.0162	0.0078	0.0065	0.0052
PD_ieu-b-7	AA_CHARGE	0.0846	0.1413	0.5991	0.5491	0.0836	0.0589	1.0352	0.027	-0.0045	0.0043
PD_ieu-b-7	AD_30617256	0.1933	0.076	2.5427	0.011	0.0091	0.0046	1.047	0.0532	0.0118	0.0046
PD_ieu-b-7	ADD_30336701_C	0.0652	0.0572	1.1399	0.2543	0.0838	0.0055	0.9988	0.0067	-0.0022	0.0054
PD_ieu-b-7	ADD_30336701_P	0.055	0.0541	1.0167	0.3093	0.0597	0.0047	1.0037	0.0064	-0.005	0.0049
PD_ieu-b-7	ADD_30336701_T	0.0595	0.0547	1.0875	0.2768	0.092	0.0058	1.0019	0.0067	-0.0023	0.0054
PD_ieu-b-7	ADHD_30478444	-0.1153	0.0468	-2.4619	0.0138	0.237	0.0152	1.0361	0.0101	-0.0026	0.0061
PD_ieu-b-7	AdrA_CHARGE	0.0212	0.1106	0.1915	0.8482	0.1529	0.0943	1.0045	0.0083	-0.0062	0.0047
PD_ieu-b-7	ALA_CHARGE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PD_ieu-b-7	AN_28494655	0.069	0.0766	0.9009	0.3677	0.2259	0.0362	1.0136	0.0078	0.0066	0.005
PD_ieu-b-7	AN_31308545	0.098	0.0488	2.0086	0.0446	0.1809	0.013	1.0232	0.0119	-0.0012	0.0068
PD_ieu-b-7	ANX_26754954	0.0621	0.1258	0.4935	0.6216	0.0756	0.0308	1.0028	0.0075	-0.0017	0.0053
PD_ieu-b-7	ASD_28540026	0.0402	0.0618	0.6508	0.5152	0.2942	0.0325	0.9661	0.0076	-0.0029	0.0047
PD_ieu-b-7	ASD_30804558	0.0184	0.0605	0.304	0.7611	0.1946	0.0164	1.0103	0.0095	-0.0024	0.0063
PD_ieu-b-7	BIP_21926972	0.1118	0.0614	1.82	0.0688	0.4724	0.0416	1.0059	0.0103	-0.0048	0.0067
PD_ieu-b-7	BIP_31043756	0.0542	0.0404	1.34	0.1802	0.3493	0.0177	1.0225	0.0101	0.0013	0.0057
PD_ieu-b-7	BIP_34002096	0.0664	0.0386	1.7201	0.0854	0.0701	0.0029	1.031	0.0114	-0.0042	0.0063
PD_ieu-b-7	CDG_23453885	0.0837	0.055	1.5216	0.1281	0.1763	0.0129	1.0244	0.0114	-0.0055	0.007
